Date,NOVARTIS,PG,MICROSOFT,GE,JOHNSONJ,ATT,EXXON,VOLKSWAGEN,NESTLE ,SAMSUNG,ROYALD,UBS,APPLE,SASOL,PFIZER,3M,JPM,MCDONALDS,CATERPILLAR,DYCOM,NAVISTAR,PARKERH,BOEING
25.05.16,79.592,81.48,52.12,28.924,113.35,38.62,90.26,155.186,74.044,21.9,24.97,15.394,99.62,30.45,34.35,169.99,65.52,123.26,72.57,82.3,11.64,112.96,128.86
26.05.16,80.175,81.22,51.89,28.8567,112.9,38.84,89.8,155.96,75.022,21.96,24.85,15.54,100.41,30.76,34.43,168.91,65.03,123.79,72.08,85.12,11.04,113.64,129.31
27.05.16,80.179,81.43,52.32,28.9528,113.06,38.99,90.01,155.341,74.79,21.74,24.56,15.452,100.35,30.63,34.61,168.89,65.43,123.25,71.96,83.42,10.89,113.98,129.22
30.05.16,80.17,81.43,52.32,28.9528,113.06,38.99,90.01,156.879,74.727,21.48,24.57,15.399,100.35,30.74,34.61,168.89,65.43,123.25,71.96,83.42,10.89,113.98,129.22
31.05.16,79.361,81.04,53,29.0586,112.69,39.15,89.02,155.019,73.829,21.68,24.17,15.45,99.86,30.33,34.7,168.32,65.27,122.06,72.51,84.89,11.25,114.84,126.15
01.06.16,79.67,81.79,52.85,28.9432,112.78,38.73,89.24,152.668,74.305,22.35,23.98,15.296,98.46,30.43,34.75,168.69,65.69,121.97,72.27,85.04,11.15,115.4,126.41
02.06.16,80.522,81.95,52.48,28.8856,114.49,38.84,88.53,155.978,74.208,23.01,24.06,15.064,97.72,30.1,34.87,168.04,65.81,121.17,73.62,84.54,11.62,115.88,126.85
03.06.16,80.752,82.47,51.79,28.7798,114.76,39.21,88.37,154.109,74.977,23.27,24.43,14.73,97.92,31.67,34.69,168.38,64.64,121.35,75.04,83.85,11.42,116,127.38
06.06.16,81.353,82.77,52.13,28.9528,115.77,39.34,89.34,156.693,75.641,23.27,24.76,14.892,98.63,29.01,34.93,170.08,65.28,122,76.42,85.58,12.16,116.26,131.9
07.06.16,81.936,82.32,52.1,28.9721,115.73,39.79,90.71,158.11,76.504,24.05,25.68,15.135,99.03,28.98,34.84,170.91,65.06,121.9,76.81,87.46,14.54,116.12,131.93
08.06.16,81.498,82.65,52.04,29.1355,115.8,39.86,90.79,156.575,76.496,24.31,26.32,15.143,98.94,30.13,35.25,171.42,65.25,122.11,78.11,87.3,14.9,116.6,133
09.06.16,80.671,83.17,51.62,29.0682,117,40.09,90.67,152.011,75.694,24.74,25.99,14.755,99.65,29.17,35.31,170.13,64.75,122.79,77.16,87.1,13.76,115.36,133.1
10.06.16,79.201,83.2,51.48,28.8759,117.01,40.33,89.98,149.752,74.891,24.13,25.67,14.438,98.83,27.85,35.29,168.56,63.84,122.36,76.03,84.76,13.23,112.7,131.14
13.06.16,77.738,82.57,50.14,28.6741,116.79,40.19,90.59,145.45,73.442,23.37,25.63,14.098,97.34,27.7,34.74,167.13,63.27,122.99,75.23,82.62,13.15,111.57,129.92
14.06.16,76.324,83.35,49.83,29.2605,117.12,40.38,90.43,143.095,72.64,23.53,24.54,13.822,97.46,26.5,34.99,167.61,62.08,122.51,74.86,84.58,11.47,111.89,130.5
15.06.16,76.546,82.95,49.69,29.4046,116.41,40.29,90.16,145.215,72.857,24.09,24.44,14.052,97.14,26.89,34.79,167.8,61.97,122.25,75.07,85.95,11.93,111.62,130.16
16.06.16,76.137,83.41,50.39,29.4527,116.64,40.49,91.22,141.567,72.157,24.06,24.41,13.915,97.55,26.44,34.75,169.93,62.22,122.47,74.99,86.13,11.56,111.51,129.37
17.06.16,77.859,83.13,50.13,29.4142,115.48,40.73,90.72,145.896,72.554,24.32,25.55,14.532,95.33,26.12,34.22,168.94,62.28,122.27,75.93,86.89,12.15,112.18,129.82
20.06.16,79.166,83.04,50.07,29.6353,116.54,40.78,91.12,153.511,74.163,24.66,26.73,15.218,95.1,27.7,34.5,171.23,62.37,123.42,76.43,87.87,12.53,113.78,132.75
21.06.16,79.665,83.41,51.19,29.7411,116.18,41.07,91.53,149.342,74.969,25.04,26.92,15.453,95.91,27.76,34.75,171.37,62.95,122.63,76.49,88.11,12.36,113.39,131.52
22.06.16,80.078,83.57,50.99,29.5873,116.46,41.3,91.17,148.266,74.711,25.03,26.91,15.682,95.55,27.76,34.47,171.23,62.71,120.62,76.43,87.81,12.41,113.01,131.77
23.06.16,80.435,84.21,51.91,29.9814,117.38,41.88,91.8,153.853,75.626,24.86,27.97,16.003,96.1,28.05,34.59,174.11,64.05,121.21,78.22,89.88,13.14,114.01,133.55
24.06.16,78.316,82.26,49.83,28.6645,115.63,41.52,89.39,141.721,73.922,23.75,25.66,14.061,93.4,26.6,33.97,169.12,59.6,119.44,73.03,86.71,11.73,105.91,126.52
27.06.16,76.819,81.23,48.43,28.1839,116.55,42.03,88.86,132.809,72.487,23.65,25.28,12.744,92.04,25.13,33.8,167.19,57.61,116.3,71.38,83.46,10.87,100.53,122.7
28.06.16,78.989,82.46,49.44,28.7798,118.23,42.02,90.91,138.084,74.909,23.89,25.7,12.493,93.59,25.81,34.44,169.59,59.52,118.5,72.52,86.38,10.83,102.4,123.89
29.06.16,81.378,83.91,50.54,29.3662,119.33,42.54,92.46,135.786,76.276,24.06,27.3,12.959,94.4,26.66,35.01,171.52,61.2,119.49,74.23,89.18,11.65,104.06,126.99
30.06.16,82.273,84.67,51.17,30.2601,121.3,43.21,93.74,135.534,77.141,24.74,27.56,12.903,95.6,27.12,35.21,175.12,62.14,120.34,75.81,89.76,11.69,108.05,129.87
01.07.16,82.605,84.78,51.16,30.2698,121.29,43.47,93.84,139.996,78.087,25.61,27.8,13.215,95.89,27.65,35.57,175.54,61.26,120.4,76.45,89.11,12.12,109.34,129.69
04.07.16,83.021,84.78,51.16,30.2698,121.29,43.47,93.84,135.992,78.337,25.56,27.45,12.991,95.89,27.56,35.57,175.54,61.26,120.4,76.45,89.11,12.12,109.34,129.69
05.07.16,81.823,85.44,51.17,30.2313,122.27,43.35,93.02,132.322,77.613,25.43,27.75,12.453,94.99,26.38,35.81,175.63,59.55,120.76,74.38,89.06,11.23,107.07,126.97
06.07.16,81.42,85.03,51.38,30.5101,122.64,43.1,94.09,131.679,77.482,24.38,27.05,12.172,95.53,26,35.86,175.16,60.19,120.63,74.83,90.34,11.19,108.39,126.96
07.07.16,81.912,84.83,51.38,30.587,122.51,42.3,92.96,129.826,78.382,25.12,27.51,12.279,95.94,26.16,35.77,174.87,60.58,120.92,75.05,92.43,11.21,108.22,127.17
08.07.16,82.121,85.77,52.3,30.9522,122.85,42.61,93.54,133.521,78.564,25.13,27.57,12.206,96.68,26.36,36.12,177.12,61.83,121.31,77.37,94.98,12.04,111.33,130.09
11.07.16,82.704,85.75,52.59,30.9619,122.93,42.51,93.89,136.52,79.347,25.97,27.73,12.563,96.98,27.61,36.15,178.01,62.27,122,77.8,95.73,12.3,111.89,132.04
12.07.16,81.65,85.75,53.21,31.0099,122.92,42.41,94.95,141.132,78.967,25.51,28.09,12.716,97.42,27.82,36.24,179.16,63.2,122.25,79.8,95.94,13.02,113.25,130.81
13.07.16,82.06,85.89,53.51,31.106,123,42.59,94.88,138.479,79.113,25.83,28.01,12.835,96.87,27.43,36.31,179.21,63.16,122.82,79.69,95.75,12.59,113.08,130.11
14.07.16,81.913,85.87,53.74,31.3656,123.18,42.77,94.95,141.809,79.47,26.38,28.17,13.196,98.79,27.9,36.92,180.9,64.12,123.93,80.06,94.99,12.48,113.82,131.55
15.07.16,81.73,86.01,53.7,31.6059,123,42.89,95.12,141.099,79.187,26.78,28.02,13.162,98.78,27.72,36.77,181.4,64.18,123.61,80.7,94.85,12.21,113.68,132.39
18.07.16,81.745,85.93,53.96,31.6347,123.14,42.85,94.82,141.095,79.358,26.98,28.03,13.148,99.83,27.95,36.64,181.11,63.96,123.8,79.82,95.85,12.36,113.1,133.43
19.07.16,81.469,86.17,53.09,31.6539,125.25,42.77,94.47,140.515,78.931,27,27.99,13.076,99.87,27.87,36.64,181.24,63.86,126.5,79.74,93.78,11.85,112.44,134.66
20.07.16,83.158,85.32,55.91,31.5098,125.14,42.71,93.93,144.299,79.203,27,28.03,13.305,99.96,28.02,36.68,181.42,63.93,126.06,79.69,95.14,12.28,113.14,134.72
21.07.16,82.878,85.26,55.8,31.3271,125.15,42.52,93.85,143.134,78.782,27.17,28.11,13.279,99.43,28.28,36.71,180.26,63.69,127.18,80.01,94.78,12.47,112.28,133.53
22.07.16,83.311,85.72,56.57,30.8177,125.03,43.11,94.01,142.817,79.062,26.73,28.1,13.314,98.66,27.97,36.74,180.44,64.04,128.26,79.38,94.78,12.42,113.14,133.47
25.07.16,83.259,85.8,56.73,30.4139,124.89,42.94,92.2,144.447,79.157,26.42,27.48,13.461,97.34,27.59,36.78,179.63,63.87,127.4,78.69,94.92,12.44,112.5,132.94
26.07.16,83.124,85.27,56.76,30.2505,125.15,42.38,91.53,145.818,79.094,26.96,27.7,13.481,96.67,27.23,36.83,177.66,64.13,121.71,82.75,94.78,13.09,114.77,134.85
27.07.16,82.45,84.46,56.19,30.0679,124.77,42.76,90.91,149.137,78.524,26.93,27.61,13.661,102.95,27.7,36.85,178.27,64.33,119.48,84.1,95.84,13.13,114.93,135.96
28.07.16,81.796,84.81,56.21,30.0391,124.46,42.58,90.2,145.54,78.638,26.8,26.92,13.538,104.34,27.18,36.67,177.98,64.1,119.42,82.92,95.42,12.85,114.47,133.01
29.07.16,83.088,85.59,56.68,29.9333,125.23,43.29,88.95,148.344,80.398,27.48,26.58,13.814,104.21,26.6,36.89,178.36,63.97,117.65,82.76,94.05,12.82,114.19,133.66
01.08.16,83.058,86.41,56.58,29.9429,125.4,43.18,85.86,146.891,80.369,28.3,25.76,13.809,106.05,26.22,37.31,178.29,63.8,118.01,81.95,93.78,12.72,113.25,133.21
02.08.16,82.613,86.76,56.58,29.8468,124.85,43.16,87.04,142.74,79.916,27.89,25.5,13.017,104.48,26.31,36.39,178.36,63.65,117.7,81.24,92.35,11.94,113.03,131.6
03.08.16,82.342,85.97,56.97,29.9237,123.9,43.14,87.49,141.677,78.945,27.14,25.38,13,105.79,26.25,35.29,178.38,64.66,117.52,82.03,91.05,12.14,113.78,131.87
04.08.16,82.699,86.05,57.39,29.9622,123.86,43.08,87.48,143.517,79.668,27.23,25.84,13.17,105.87,27,35.15,177.81,64.56,118.3,81.77,92.62,12.1,118.96,131.21
05.08.16,83.132,85.78,57.96,30.0679,124.24,43.16,87.56,145.566,79.615,28.11,25.82,13.446,107.48,26.38,35.44,178.57,66.3,119.21,82.56,96.76,12.52,121.11,131.73
08.08.16,82.209,85.76,58.06,30.0583,123.65,42.93,88.59,145.294,78.802,28.31,26.05,13.595,108.37,27.55,34.93,178.58,66.1,118.29,83.44,96.1,12.84,122.67,132.19
09.08.16,82.823,85.99,58.2,30.0871,123.43,43.08,88.7,148.1,79.361,28.34,25.92,13.673,108.81,27.94,35.08,178.39,65.87,118.31,82.83,94.13,12.73,121.93,132.62
10.08.16,82.345,86.31,58.02,30.0583,123.36,43.2,86.41,148.889,79.479,28.13,25.82,13.726,108,28.05,35.13,178.82,65.28,118.8,82.65,91.5,12.74,122.17,132.28
11.08.16,82.926,86.73,58.3,30.0775,123.77,43.39,86.72,149.851,81.845,28.35,26,13.847,107.93,28.46,35.15,181,65.46,119.38,83.24,82.79,13.32,123.61,133
12.08.16,82.247,87.04,57.94,30.0294,123.22,43.28,87.85,147.946,81.99,28.01,25.89,13.901,108.18,28.57,34.98,180.27,65.32,119.52,83,85.9,13.17,122.81,133.1
15.08.16,82.609,87.02,58.12,30.0294,122.31,43.02,87.81,149.746,82.146,28.01,25.97,13.857,109.48,28.52,35.11,180.56,65.72,118.52,84.15,87.75,13.66,124.12,134.66
16.08.16,82.092,86.58,57.44,29.9814,120.33,41.96,87.92,146.379,81.936,28.71,26.13,13.793,109.38,28.12,34.79,179.25,65.71,117.94,84.29,85.21,13.63,124.11,135
17.08.16,81.601,86.96,57.56,30.0775,121.31,41.86,88.11,144.97,81.393,28.26,26.28,13.619,109.22,27.53,35.14,179.87,65.89,117.1,84.41,85.55,13.9,124.36,134.72
18.08.16,81.906,87.44,57.6,30.2121,120.72,41.4,88.91,145.854,83.002,29.63,26.58,13.656,109.08,28.33,35.19,179.18,65.95,117.13,83.38,87.75,14.45,124.04,135
19.08.16,81.242,87.31,57.62,30.0391,119.92,41.01,87.8,145.306,82.232,29.98,26.24,13.424,109.36,28.35,34.98,179.61,65.86,115.01,83.84,87.94,14.27,124.37,134.44
22.08.16,81.277,86.85,57.67,30.1064,119.13,40.91,87.99,144.87,81.225,29.56,25.96,13.416,108.51,27.54,34.84,179.07,65.8,115.42,83.59,91.3,14.05,124.07,134.99
23.08.16,81.778,87.4,57.89,30.0198,119.44,40.85,87.72,147.292,81.102,30.24,26.03,13.859,108.85,27.8,35.09,179.77,65.77,115.19,84.01,91.94,14.5,124.51,134.14
24.08.16,81.078,87.31,57.95,30.0102,118.71,40.87,88.02,145.871,80.406,29.47,25.93,14.159,108.03,27.02,34.82,179.41,65.95,114.87,83.15,85.05,14.15,123.32,133.29
25.08.16,79.88,87.9,58.17,30.0006,118.57,41.07,87.46,143.874,80.19,29.38,25.7,14.116,107.57,26.38,34.77,179.58,66.07,115.43,82.84,83.71,14.26,123.56,132.98
26.08.16,79.927,87.58,58.03,30.0198,119.04,40.68,87.27,145.355,80.392,28.95,26.04,14.22,106.94,27.03,34.82,179.41,66.22,114.44,82.66,82.88,14.1,123.24,132.23
29.08.16,79.476,88.3,58.1,30.1448,119.92,41,87.84,143.668,79.629,29.16,25.79,14.058,106.82,26.34,35.11,180.5,66.95,115.41,83.1,84.34,14.63,123.74,132.9
30.08.16,79.552,87.54,57.89,30.1544,119.47,40.89,87.52,145.99,79.806,29.38,25.91,14.24,106,26.04,34.88,180.15,67.5,115.36,82.48,84.36,14.76,123.2,130.81
31.08.16,78.774,87.31,57.46,30.0294,119.34,40.88,87.14,145.088,79.69,29.06,25.43,14.472,106.1,25.16,34.8,179.24,67.5,115.66,81.95,81.12,14.04,122.53,129.45
01.09.16,77.635,88.31,57.59,29.991,119.08,40.96,86.84,145.767,79.319,28.29,25.27,14.405,106.73,24.82,34.68,179.98,67.21,115.4,81.45,83.19,13.53,122.86,129.9
02.09.16,79.365,88.2,57.67,30.0775,119.32,40.95,87.42,146.861,80.64,28.59,25.99,14.71,107.73,25.72,34.77,180.81,67.49,115.83,81.69,86.2,14.07,123.51,131.16
05.09.16,79.508,88.2,57.67,30.0775,119.32,40.95,87.42,147.008,80.681,29.06,26.22,14.627,107.73,26.07,34.77,180.81,67.49,115.83,81.69,86.2,14.07,123.51,131.16
06.09.16,80.113,88.64,57.61,29.8468,119.75,41.23,88.57,148.121,81.45,29.73,26.03,14.542,107.7,26.3,34.77,180.46,67.44,117.25,82.08,85.56,19.79,123.22,132.99
07.09.16,80.594,87.95,57.66,29.8564,119.61,41.27,88.24,149.532,81.73,29.74,26.37,14.602,108.36,26.36,34.84,179.75,67.16,116.92,83.72,86.51,19.02,124.14,132.64
08.09.16,80.527,87.78,57.43,29.8372,119.47,41.19,89.05,148.93,81.042,30,26.57,14.692,105.52,26,34.72,180.1,67.25,116.17,83.54,85.92,19.12,124.35,132.9
09.09.16,79.247,86.24,56.21,28.9432,118.23,39.71,86.84,147.901,80.168,28.68,26.01,14.815,103.13,25.77,34.1,175.64,66.65,114.58,80.79,81.65,18.49,120.78,128.53
12.09.16,79.328,88.25,57.05,29.3085,119.16,40.71,87.29,147.195,79.841,26.31,25.67,14.51,105.44,25.71,34.65,178.1,67.06,115.95,81.92,82.1,19.05,122.86,130.12
13.09.16,79.1,87.05,56.53,28.6933,117.61,39.97,85.21,147.307,79.305,27.29,25.13,14.382,107.95,26.06,34.04,176.07,66.53,114.73,80.23,79.75,18.8,120.84,128.76
14.09.16,79.318,87.01,56.26,28.5491,117.86,39.89,84.6,146.137,79.626,27.29,24.92,14.189,111.77,27.03,33.94,175.62,66.4,115.18,81.02,81.17,19.05,120.85,127.67
15.09.16,79.732,88.06,57.19,28.5972,118.63,40.45,85.08,146.264,79.629,27.29,24.91,14.209,115.57,26.73,34.14,176.59,66.64,116.14,82.03,80.44,19.3,122.56,127.77
16.09.16,79.206,88.05,57.25,28.5299,118.25,40.2,84.03,142.154,78.389,27.29,24.7,13.758,114.92,26.25,33.94,175.06,65.82,115.28,82.05,78.19,19.44,121.52,126.7
19.09.16,80.231,88.37,56.93,28.2896,117.66,40.06,83.83,143.505,78.7,27.87,25.1,13.76,113.58,26.89,33.65,176.72,66.19,115.21,81.88,80.79,19.62,122.39,127.48
20.09.16,81.014,88.58,56.81,28.5203,117.95,39.96,82.54,142.622,79.328,28.29,24.74,13.557,113.57,26.54,33.81,177.6,66.46,116.45,81.7,80.63,20.75,122.03,127.79
21.09.16,80.827,87.8,57.76,28.6933,118.91,40.57,83.3,142.578,79.24,28.43,24.85,13.698,113.55,26.43,34.28,179.59,66.84,116.93,83.47,81.32,22.45,123.45,130.56
22.09.16,81.95,88.99,57.82,28.8759,119.46,41.11,83.54,146.874,80.761,29.33,25.55,13.939,114.62,27.5,34.15,179.85,67.39,117.36,83.5,83.74,22.18,123.96,131.87
23.09.16,81.518,87.76,57.43,28.7318,118.81,41.28,83.45,144.874,79.098,28.5,25.32,13.842,112.71,27.17,34.26,177.39,67.25,117.17,82.44,81.97,21.79,121.93,131.78
26.09.16,80.632,87.85,56.9,28.3953,117.78,41.14,83.06,142.931,78.668,28.3,24.97,13.501,112.88,27.07,33.64,175.95,65.78,116.53,82.37,82.51,21.98,121.35,130.57
27.09.16,80.33,88.36,57.95,28.7222,119.22,41.46,83.24,139.29,79.147,28.61,24.44,13.299,113.09,26.88,33.83,176.3,66.36,116.88,82.88,82.17,21.37,122.69,131.32
28.09.16,80.722,89.46,58.03,28.7414,119.39,40.85,86.9,141.851,79.181,28.57,24.62,13.401,113.95,26.26,33.99,177.59,66.71,115.18,86.59,83.73,22.3,124.78,132.23
29.09.16,79.859,88.23,57.4,28.3857,117.27,40.73,86.46,140.908,79.704,29.12,26.24,13.47,112.18,27.34,33.32,175.37,65.65,114.79,87.47,82.1,22.25,123.99,131.03
30.09.16,78.812,89.75,57.6,28.4722,118.13,40.61,87.28,145.023,78.966,29.02,25.94,13.648,113.05,27.34,33.87,176.23,66.59,115.36,88.77,81.78,22.89,125.53,131.74
03.10.16,79.1,88.66,57.42,28.4914,118.81,40.77,87.05,144.773,78.997,29.02,26.24,13.629,112.52,27.39,33.68,175.04,66.51,114.64,88.28,82.19,23.1,124.7,132.38
04.10.16,79.114,88.35,57.24,28.3569,118.82,39.9,86.25,144.6,78.655,29.14,26.75,13.753,113,27.54,33.72,171.68,66.6,113.5,87.51,85.25,23.25,123.65,132.25
05.10.16,79.011,88.85,57.64,28.3569,119.18,39.16,87,147.531,77.936,29.08,27.08,14.062,113.05,27.76,33.9,172.39,67.69,113.41,89.42,84.8,23.52,127.41,134.66
06.10.16,78.416,89.22,57.74,28.1358,118.75,39.11,87.04,147.488,77.701,30.41,26.84,13.989,113.89,27.93,33.65,171.64,67.87,113.92,89.29,84.33,23.69,126.92,134.42
07.10.16,78.153,90,57.8,27.9531,119.24,38.87,86.74,146.522,76.825,30.58,27,13.905,114.06,28.51,33.56,171.33,68.11,113.45,88.47,83.29,22.63,124.66,133.85
10.10.16,77.639,89.06,58.04,27.7417,119.8,39.01,88.44,147.828,76.978,30.31,27.56,13.86,116.05,29.05,33.61,171.14,68.64,114.71,88.22,83.02,23.28,125.09,135.84
11.10.16,76.915,88.54,57.19,27.7993,117.64,39.1,87.74,146.564,76.257,27.58,27.05,13.774,116.3,28.58,33.13,169.68,68.31,113.68,87.47,81.91,22.83,123.07,133.74
12.10.16,75.585,88.57,57.11,27.7801,117.97,39.33,87.13,145.805,75.534,27.32,26.66,13.703,117.34,28.53,33.07,169.72,68.13,114.71,87.58,84.37,22.89,123.93,133.16
13.10.16,75.45,88.24,56.92,27.6552,118.26,39.37,86.56,144.146,75.299,27.42,26.53,13.268,116.98,27.84,32.76,170.02,67.74,115.41,86.97,85.16,22.84,123.42,133.38
14.10.16,76.279,88.43,57.42,27.7705,117.56,39.22,86.54,145.526,76.178,27.86,26.64,13.435,117.63,27.86,32.66,170.33,67.52,114.09,87.67,83.16,22.67,124.54,133.5
17.10.16,75.243,87.83,57.22,27.7321,118.49,39.27,86.54,143.996,75.243,27.94,26.07,13.281,117.55,27.86,32.5,170.21,67.17,112.41,87.29,83.26,22.17,124.39,134
18.10.16,75.816,87.45,57.66,27.857,115.41,39.36,86.77,144.763,75.563,28.14,26.39,13.448,117.47,28.1,32.69,169.95,67.7,111.25,87.22,85.07,22.36,122.82,135.1
19.10.16,75.716,85.54,57.53,27.9339,114.59,39.38,87.17,145.151,75.463,28.93,26.61,13.637,117.12,28.36,32.6,169.91,68.35,111.26,88,84.99,23.14,123.73,136.18
20.10.16,75.822,84.93,57.25,27.9435,114.87,38.65,87.21,146.794,74.663,28.73,26.62,13.612,117.06,28.16,32.54,169.86,68.26,110.57,86.63,84.81,23,122.8,135.84
21.10.16,75.236,84.33,59.66,27.857,113.44,37.49,86.62,145.616,73.478,28,26.45,13.611,116.6,28.44,32.18,169.5,68.49,113.93,86.33,83.77,23.03,123.2,135.63
24.10.16,75.123,84.1,61,27.7993,113.61,36.86,86.91,147.104,72.908,28.44,26.41,13.816,117.65,28.6,32.13,171.27,68.87,113.57,85.99,85.64,23.18,120.79,137.45
25.10.16,72.811,86.97,60.99,27.5398,113.96,36.7,86.72,145.9,72.359,28.18,26.48,13.739,118.25,28.68,32.28,166.23,68.8,112.72,84.48,84.71,22.64,121.35,139.02
26.10.16,71.701,87.4,60.63,27.7513,114.56,36.43,87.09,146.504,72.758,27.64,26.13,13.796,115.59,27.9,32.4,166.51,69.13,112.11,84.13,72.5,22.46,121.84,145.54
27.10.16,71.887,86.58,60.1,27.5206,115.7,36.52,86.92,147.503,73.699,27.54,26.42,14.025,114.48,27.63,32.48,165.76,69.23,112.08,83.01,74.78,22.31,121.71,143.31
28.10.16,71.568,86.84,59.87,28.0877,115.33,36.51,84.78,147.846,73.28,28.2,26.18,14.354,113.72,27.6,31.93,165.77,69.11,112.1,83.88,75.45,22.38,121.96,143.01
31.10.16,71.19,86.8,59.92,27.9724,115.99,36.79,83.32,149.191,72.555,28.65,25.82,14.157,113.54,27.77,31.71,165.3,69.26,112.57,83.46,76.93,22.3,122.75,142.43
01.11.16,71.348,86.85,59.8,27.7609,115.34,36.56,83.65,146.23,73.084,28.99,26.87,14.045,111.49,27.9,31.07,164.25,68.97,112.25,82.24,76.88,23.01,121.18,142.41
02.11.16,71.577,86.74,59.43,27.386,114.86,36.37,83.45,143.423,73.639,28.58,26.31,13.862,111.59,27.46,30.63,165.73,68.68,112.39,81.11,77.72,22.61,119.88,140.75
03.11.16,70.748,86.6,59.21,27.1841,115.03,36.63,83.66,142.008,72.595,28.38,26.29,13.667,109.83,27.49,29.89,166.83,68.38,111.72,81.27,78.52,22.83,119.29,140.02
04.11.16,70.374,85.08,58.71,27.338,115.11,36.5,83.57,142.473,72.8,28.46,26.23,13.589,108.84,26.64,30,166.48,67.76,111.04,82.31,79.39,23.43,120.55,139.54
07.11.16,70.914,86.56,60.42,28.1742,116.66,36.81,85.45,141.171,72.807,28.69,26.47,14.029,110.41,27.38,30.38,169.74,69.88,112.82,83.75,79.57,24.26,125.65,143.03
08.11.16,71.202,87.46,60.47,28.28,117.05,36.99,85.31,141.394,73.049,28.97,26.85,14.179,111.06,27.89,30,171.03,70.03,114.11,84.68,78.54,24.47,126.41,142.2
09.11.16,73.784,85.93,60.17,28.4818,120.31,37.44,86.25,138.206,71.747,27.77,26.92,14.299,110.88,27.32,32.12,170.39,73.25,114.98,91.2,82.56,26.15,131.96,145.09
10.11.16,74.203,82.96,58.7,29.2316,119.54,36.57,87.05,137.787,69.749,28.66,26.66,15.448,107.79,26.72,33.49,174.28,76.65,114.51,93.45,84.88,26.53,136.97,147.69
11.11.16,73.389,83.58,59.02,29.52,118.47,36.51,85.67,139.488,69.441,27.44,25.65,15.619,108.43,25.64,32.59,175.08,76.69,114.22,93.01,87.26,26.89,138.74,148.52
14.11.16,72.254,83,58.12,29.3277,116.6,36.13,85.28,138.609,67.998,26.5,25.13,16.304,105.71,24.93,32.38,172.91,79.51,117.86,94.17,89.6,27.48,138.99,149.99
15.11.16,71.639,83.62,58.87,29.5584,116.32,36.77,86.82,139.41,68.592,26.29,25.72,16.156,107.11,25.18,32.23,174.24,79.36,118.32,94.44,90.61,28.42,140.02,148.11
16.11.16,71.85,83.19,59.65,29.5488,116.36,37.15,85.75,138.001,68.715,26.65,25.66,15.912,109.99,25.06,31.96,172.01,77.4,119.21,93.35,89.57,28.2,137.81,146.44
17.11.16,72.412,83.07,60.64,29.5969,116.57,37.41,85.23,138.337,68.726,26.67,25.86,16.006,109.95,25.75,31.73,172.77,78.02,119.45,92.78,91.51,28.55,137.1,145.33
18.11.16,70.784,82,60.35,29.4815,115.36,37.56,85.28,135.967,67.669,26.81,25.48,15.887,110.06,25.44,31.48,172.96,77.71,120,92.34,91.81,29,136.08,146.35
21.11.16,70.013,82.64,60.86,29.6738,115,37.74,86.49,138.092,67.536,26.85,26.2,15.697,111.73,26.48,31.57,171.52,78.05,119.5,92.9,92.95,29.47,137.23,147.02
22.11.16,67.643,82.76,61.12,29.9718,112.74,38.55,86.68,137.667,66.556,27.89,26.22,15.701,111.8,27.02,31.33,171.91,78.53,119.69,93.62,74.13,30.36,137.82,149.52
23.11.16,67.895,82.68,60.4,30.1256,113.07,38.73,86.92,137.702,66.274,28.04,26.11,15.603,111.23,26.71,31.42,172.25,78.86,120.14,96.18,77.52,31.07,138.29,149.74
24.11.16,68.624,82.68,60.4,30.1256,113.07,38.73,86.92,140.604,66.657,27.96,26.4,15.722,111.23,26.69,31.42,172.25,78.86,120.14,96.18,77.52,31.07,138.29,149.74
25.11.16,69.679,83.46,60.53,30.2217,114.13,39.21,87.12,140.438,68.1,28.03,26.28,15.752,111.79,26.27,31.69,173.49,78.83,120.66,95.81,75.66,31.29,139.04,150.04
28.11.16,69.172,83.07,60.61,30.0391,113.13,39.54,86.47,138.806,67.546,28.66,25.72,15.49,111.57,26.62,31.54,172.5,78.32,121.82,94.9,72.69,29.49,136.76,149.77
29.11.16,69.083,82.89,61.09,29.8468,112.48,39.48,85.9,137.655,67.358,28.7,25.41,15.572,111.46,25.92,31.92,172.77,78.92,120.68,94.04,72.27,29.52,136.95,151.64
30.11.16,68.961,82.46,60.26,29.568,111.3,38.63,87.3,136.657,67.145,29.87,26.47,15.873,110.52,27.05,32.14,171.74,80.17,119.27,95.56,73.23,30.76,138.93,150.56
01.12.16,67.935,81.86,59.2,30.1736,111.38,38.88,87.24,135.822,66.406,29.96,27.49,15.985,109.49,26.71,31.46,172.63,81.79,118.47,96.24,72.51,30.92,143.47,152.39
02.12.16,67.966,82.4,59.25,30.1256,111.96,38.61,87.04,135.508,67.225,29.46,27.24,15.738,109.9,25.83,31.63,172.43,81.6,118.24,95.14,71.34,30.76,141.9,152.25
05.12.16,68.743,82.99,60.22,29.9045,111.94,38.63,87.48,139.706,67.259,29.25,27.38,15.934,109.11,26.5,31.59,171.62,83.26,119.29,94.45,72,30.76,142.46,152.16
06.12.16,68.759,82.91,59.95,29.9622,112.06,39.35,87.56,140.601,67.768,29.84,27.38,16.665,109.95,26.87,31.56,171.8,83.69,119.25,95.22,73.71,30.87,142.55,152.24
